INDICATOR,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
EXPPPP_CUR,GERD in '000 current PPP$,40630,Latin America and the Caribbean,2017,2017,57969448.64,,
EXPPPP_CUR,GERD in '000 current PPP$,40630,Latin America and the Caribbean,2018,2018,60949987.28,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40619,Asia (Eastern and South-eastern),2013,2013,183.28148,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40619,Asia (Eastern and South-eastern),2014,2014,189.48814,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40619,Asia (Eastern and South-eastern),2015,2015,193.46107,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40619,Asia (Eastern and South-eastern),2016,2016,197.08163,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40619,Asia (Eastern and South-eastern),2017,2017,204.38519,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40619,Asia (Eastern and South-eastern),2018,2018,207.56549,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40603,Africa (Northern),2013,2013,93.00429,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40603,Africa (Northern),2014,2014,80.29796,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40603,Africa (Northern),2015,2015,86.96829,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40603,Africa (Northern),2016,2016,81.25895,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40603,Africa (Northern),2017,2017,80.42807,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40603,Africa (Northern),2018,2018,87.41125,,
EXPPPP_CUR,GERD in '000 current PPP$,40640,Northern America ,2013,2013,481335266.3,,
EXPPPP_CUR,GERD in '000 current PPP$,40640,Northern America ,2014,2014,504260318.1,,
EXPPPP_CUR,GERD in '000 current PPP$,40640,Northern America ,2015,2015,522109168.1,,
EXPPPP_CUR,GERD in '000 current PPP$,40640,Northern America ,2016,2016,545613954.4,,
EXPPPP_CUR,GERD in '000 current PPP$,40640,Northern America ,2017,2017,578653385.6,,
EXPPPP_CUR,GERD in '000 current PPP$,40640,Northern America ,2018,2018,610567383.5,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40640,Northern America ,2013,2013,284.59175,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40640,Northern America ,2014,2014,284.01081,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40640,Northern America ,2015,2015,285.66991,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40640,Northern America ,2016,2016,295.09063,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40640,Northern America ,2017,2017,294.97404,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40640,Northern America ,2018,2018,302.03839,,
EXPPPP_CUR,GERD in '000 current PPP$,40675,World,2013,2013,1733761644,,
EXPPPP_CUR,GERD in '000 current PPP$,40675,World,2014,2014,1824379117,,
EXPPPP_CUR,GERD in '000 current PPP$,40675,World,2015,2015,1890007482,,
EXPPPP_CUR,GERD in '000 current PPP$,40675,World,2016,2016,1969415058,,
EXPPPP_CUR,GERD in '000 current PPP$,40675,World,2017,2017,2094767979,,
EXPPPP_CUR,GERD in '000 current PPP$,40675,World,2018,2018,2232566374,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40612,Asia (Central),2013,2013,35.73195,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40612,Asia (Central),2014,2014,34.58468,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40612,Asia (Central),2015,2015,34.29132,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40612,Asia (Central),2016,2016,33.51729,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40612,Asia (Central),2017,2017,31.66556,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40612,Asia (Central),2018,2018,30.10264,,
EXPPPP_CUR,GERD in '000 current PPP$,40042,Lower middle income countries,2013,2013,71063899.79,,
EXPPPP_CUR,GERD in '000 current PPP$,40042,Lower middle income countries,2014,2014,73035562.44,,
EXPPPP_CUR,GERD in '000 current PPP$,40042,Lower middle income countries,2015,2015,76959194.14,,
EXPPPP_CUR,GERD in '000 current PPP$,40042,Lower middle income countries,2016,2016,79745528.2,,
EXPPPP_CUR,GERD in '000 current PPP$,40042,Lower middle income countries,2017,2017,84175717.31,,
EXPPPP_CUR,GERD in '000 current PPP$,40042,Lower middle income countries,2018,2018,90383789.28,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40041,High income countries,2013,2013,214.34961,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40041,High income countries,2014,2014,214.7549,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40041,High income countries,2015,2015,214.26914,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40041,High income countries,2016,2016,215.22214,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40041,High income countries,2017,2017,216.41054,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40041,High income countries,2018,2018,218.82532,,
EXPPPP_CUR,GERD in '000 current PPP$,40612,Asia (Central),2013,2013,1188321.417,,
EXPPPP_CUR,GERD in '000 current PPP$,40612,Asia (Central),2014,2014,1201271.617,,
EXPPPP_CUR,GERD in '000 current PPP$,40612,Asia (Central),2015,2015,1203551.366,,
EXPPPP_CUR,GERD in '000 current PPP$,40612,Asia (Central),2016,2016,1148207.395,,
EXPPPP_CUR,GERD in '000 current PPP$,40612,Asia (Central),2017,2017,1066499.472,,
EXPPPP_CUR,GERD in '000 current PPP$,40612,Asia (Central),2018,2018,1014726.338,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40611,Asia (Eastern),2013,2013,193.85997,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40611,Asia (Eastern),2014,2014,199.93208,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40611,Asia (Eastern),2015,2015,202.62651,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40611,Asia (Eastern),2016,2016,206.54246,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40611,Asia (Eastern),2017,2017,214.99053,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40611,Asia (Eastern),2018,2018,217.73515,,
EXPPPP_CUR,GERD in '000 current PPP$,40550,Small Island Developing States,2013,2013,10322961.76,,
EXPPPP_CUR,GERD in '000 current PPP$,40550,Small Island Developing States,2014,2014,11287831.71,,
EXPPPP_CUR,GERD in '000 current PPP$,40550,Small Island Developing States,2015,2015,12340702.22,,
EXPPPP_CUR,GERD in '000 current PPP$,40550,Small Island Developing States,2016,2016,12084290.89,,
EXPPPP_CUR,GERD in '000 current PPP$,40550,Small Island Developing States,2017,2017,12307840.71,,
EXPPPP_CUR,GERD in '000 current PPP$,40550,Small Island Developing States,2018,2018,12943137.83,,
EXPPPP_CUR,GERD in '000 current PPP$,40650,Oceania,2013,2013,25011429.99,,
EXPPPP_CUR,GERD in '000 current PPP$,40650,Oceania,2014,2014,24583748.89,,
EXPPPP_CUR,GERD in '000 current PPP$,40650,Oceania,2015,2015,23308265.9,,
EXPPPP_CUR,GERD in '000 current PPP$,40650,Oceania,2016,2016,24180880.02,,
EXPPPP_CUR,GERD in '000 current PPP$,40650,Oceania,2017,2017,25268855.29,,
EXPPPP_CUR,GERD in '000 current PPP$,40650,Oceania,2018,2018,26729720.88,,
EXPPPP_CUR,GERD in '000 current PPP$,40603,Africa (Northern),2013,2013,12047361.59,,
EXPPPP_CUR,GERD in '000 current PPP$,40603,Africa (Northern),2014,2014,12002271.27,,
EXPPPP_CUR,GERD in '000 current PPP$,40603,Africa (Northern),2015,2015,13468769.55,,
EXPPPP_CUR,GERD in '000 current PPP$,40603,Africa (Northern),2016,2016,13357153.04,,
EXPPPP_CUR,GERD in '000 current PPP$,40603,Africa (Northern),2017,2017,13447898.38,,
EXPPPP_CUR,GERD in '000 current PPP$,40603,Africa (Northern),2018,2018,14850338.52,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40642,Northern America and Europe,2013,2013,238.02823,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40642,Northern America and Europe,2014,2014,243.60254,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40642,Northern America and Europe,2015,2015,244.7344,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40642,Northern America and Europe,2016,2016,253.73422,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40642,Northern America and Europe,2017,2017,261.47274,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40642,Northern America and Europe,2018,2018,269.00387,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40675,World,2013,2013,183.5776,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40675,World,2014,2014,185.84807,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40675,World,2015,2015,186.85909,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40675,World,2016,2016,188.15784,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40675,World,2017,2017,190.41747,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40675,World,2018,2018,192.4921,,
EXPPPP_CUR,GERD in '000 current PPP$,40030,Middle income countries,2013,2013,539259795.6,,
EXPPPP_CUR,GERD in '000 current PPP$,40030,Middle income countries,2014,2014,576088740.1,,
EXPPPP_CUR,GERD in '000 current PPP$,40030,Middle income countries,2015,2015,604521473.3,,
EXPPPP_CUR,GERD in '000 current PPP$,40030,Middle income countries,2016,2016,639026475.4,,
EXPPPP_CUR,GERD in '000 current PPP$,40030,Middle income countries,2017,2017,675811932.3,,
EXPPPP_CUR,GERD in '000 current PPP$,40030,Middle income countries,2018,2018,730990341.1,,
EXPPPP_CUR,GERD in '000 current PPP$,40611,Asia (Eastern),2013,2013,559175201.5,,
EXPPPP_CUR,GERD in '000 current PPP$,40611,Asia (Eastern),2014,2014,592002864.2,,
EXPPPP_CUR,GERD in '000 current PPP$,40611,Asia (Eastern),2015,2015,614838283.7,,
EXPPPP_CUR,GERD in '000 current PPP$,40611,Asia (Eastern),2016,2016,637657971.7,,
EXPPPP_CUR,GERD in '000 current PPP$,40611,Asia (Eastern),2017,2017,681108090,,
EXPPPP_CUR,GERD in '000 current PPP$,40611,Asia (Eastern),2018,2018,739140407.8,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40612,Asia (Central),2013,2013,30.45013,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40612,Asia (Central),2014,2014,29.9485,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40612,Asia (Central),2015,2015,31.24032,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40612,Asia (Central),2016,2016,30.52699,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40612,Asia (Central),2017,2017,28.76294,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40612,Asia (Central),2018,2018,26.61412,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40606,Africa (Sub-Saharan) ,2013,2013,141.87835,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40606,Africa (Sub-Saharan) ,2014,2014,145.67058,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40606,Africa (Sub-Saharan) ,2015,2015,141.59051,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40606,Africa (Sub-Saharan) ,2016,2016,141.62615,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40606,Africa (Sub-Saharan) ,2017,2017,140.15049,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40606,Africa (Sub-Saharan) ,2018,2018,143.41993,,
EXPPPP_CUR,GERD in '000 current PPP$,40642,Northern America and Europe,2013,2013,902642759.5,,
EXPPPP_CUR,GERD in '000 current PPP$,40642,Northern America and Europe,2014,2014,943768374.6,,
EXPPPP_CUR,GERD in '000 current PPP$,40642,Northern America and Europe,2015,2015,975945332,,
EXPPPP_CUR,GERD in '000 current PPP$,40642,Northern America and Europe,2016,2016,1020814161,,
EXPPPP_CUR,GERD in '000 current PPP$,40642,Northern America and Europe,2017,2017,1089829566,,
EXPPPP_CUR,GERD in '000 current PPP$,40642,Northern America and Europe,2018,2018,1149306270,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40650,Oceania,2013,2013,146.06106,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40650,Oceania,2014,2014,136.94196,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40650,Oceania,2015,2015,129.76712,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40650,Oceania,2016,2016,133.0143,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40650,Oceania,2017,2017,133.45884,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40650,Oceania,2018,2018,135.85285,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40030,Middle income countries,2013,2013,167.63434,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40030,Middle income countries,2014,2014,172.21635,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40030,Middle income countries,2015,2015,172.40029,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40030,Middle income countries,2016,2016,173.9352,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40030,Middle income countries,2017,2017,178.1741,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40030,Middle income countries,2018,2018,184.60281,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40603,Africa (Northern),2013,2013,78.44302,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40603,Africa (Northern),2014,2014,69.56499,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40603,Africa (Northern),2015,2015,74.62966,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40603,Africa (Northern),2016,2016,72.76578,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40603,Africa (Northern),2017,2017,73.97118,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40603,Africa (Northern),2018,2018,78.29019,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40550,Small Island Developing States,2013,2013,211.99026,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40550,Small Island Developing States,2014,2014,227.34999,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40550,Small Island Developing States,2015,2015,235.14061,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40550,Small Island Developing States,2016,2016,219.31543,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40550,Small Island Developing States,2017,2017,222.8014,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40550,Small Island Developing States,2018,2018,230.23602,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40650,Oceania,2013,2013,186.20127,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40650,Oceania,2014,2014,176.5318,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40650,Oceania,2015,2015,164.1515,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40650,Oceania,2016,2016,170.82871,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40650,Oceania,2017,2017,175.9815,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40650,Oceania,2018,2018,183.94033,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40616,Asia (Southern),2013,2013,148.99045,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40616,Asia (Southern),2014,2014,142.72823,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40616,Asia (Southern),2015,2015,136.32786,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40616,Asia (Southern),2016,2016,128.64798,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40616,Asia (Southern),2017,2017,122.42923,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40616,Asia (Southern),2018,2018,120.00022,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40043,Upper middle income countries,2013,2013,179.41255,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40043,Upper middle income countries,2014,2014,186.67465,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40043,Upper middle income countries,2015,2015,187.02465,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40043,Upper middle income countries,2016,2016,189.74867,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40043,Upper middle income countries,2017,2017,194.91105,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40043,Upper middle income countries,2018,2018,201.66379,,
EXPPPP_CUR,GERD in '000 current PPP$,40613,Asia (South-eastern),2013,2013,57005336.96,,
EXPPPP_CUR,GERD in '000 current PPP$,40613,Asia (South-eastern),2014,2014,62849088.75,,
EXPPPP_CUR,GERD in '000 current PPP$,40613,Asia (South-eastern),2015,2015,68880796.01,,
EXPPPP_CUR,GERD in '000 current PPP$,40613,Asia (South-eastern),2016,2016,76009093.24,,
EXPPPP_CUR,GERD in '000 current PPP$,40613,Asia (South-eastern),2017,2017,81088746.78,,
EXPPPP_CUR,GERD in '000 current PPP$,40613,Asia (South-eastern),2018,2018,85649253.82,,
EXPPPP_CUR,GERD in '000 current PPP$,40614,Asia (Western),2013,2013,47518318.54,,
EXPPPP_CUR,GERD in '000 current PPP$,40614,Asia (Western),2014,2014,51592107.5,,
EXPPPP_CUR,GERD in '000 current PPP$,40614,Asia (Western),2015,2015,52781649.39,,
EXPPPP_CUR,GERD in '000 current PPP$,40614,Asia (Western),2016,2016,56609581.41,,
EXPPPP_CUR,GERD in '000 current PPP$,40614,Asia (Western),2017,2017,62793155.82,,
EXPPPP_CUR,GERD in '000 current PPP$,40614,Asia (Western),2018,2018,68501700.5,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40642,Northern America and Europe,2013,2013,195.02847,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40642,Northern America and Europe,2014,2014,196.42632,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40642,Northern America and Europe,2015,2015,196.03952,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40642,Northern America and Europe,2016,2016,198.85494,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40642,Northern America and Europe,2017,2017,200.07297,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40642,Northern America and Europe,2018,2018,201.45493,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40550,Small Island Developing States,2013,2013,189.87799,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40550,Small Island Developing States,2014,2014,204.5123,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40550,Small Island Developing States,2015,2015,208.49794,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40550,Small Island Developing States,2016,2016,192.37485,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40550,Small Island Developing States,2017,2017,190.70258,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40550,Small Island Developing States,2018,2018,192.02272,,
EXPPPP_CUR,GERD in '000 current PPP$,40606,Africa (Sub-Saharan) ,2013,2013,11305546.54,,
EXPPPP_CUR,GERD in '000 current PPP$,40606,Africa (Sub-Saharan) ,2014,2014,12144773.19,,
EXPPPP_CUR,GERD in '000 current PPP$,40606,Africa (Sub-Saharan) ,2015,2015,12727835.25,,
EXPPPP_CUR,GERD in '000 current PPP$,40606,Africa (Sub-Saharan) ,2016,2016,13377922.77,,
EXPPPP_CUR,GERD in '000 current PPP$,40606,Africa (Sub-Saharan) ,2017,2017,14019908.99,,
EXPPPP_CUR,GERD in '000 current PPP$,40606,Africa (Sub-Saharan) ,2018,2018,14755819.77,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40616,Asia (Southern),2013,2013,169.30695,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40616,Asia (Southern),2014,2014,158.16058,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40616,Asia (Southern),2015,2015,146.62715,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40616,Asia (Southern),2016,2016,136.12538,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40616,Asia (Southern),2017,2017,129.89282,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40616,Asia (Southern),2018,2018,130.73145,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40330,Landlocked Developing Countries,2013,2013,60.07926,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40330,Landlocked Developing Countries,2014,2014,58.60744,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40330,Landlocked Developing Countries,2015,2015,56.92353,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40330,Landlocked Developing Countries,2016,2016,57.64542,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40330,Landlocked Developing Countries,2017,2017,56.72748,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40330,Landlocked Developing Countries,2018,2018,58.25798,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40651,Oceania (Australia/New Zealand),2013,2013,188.48137,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40651,Oceania (Australia/New Zealand),2014,2014,178.60751,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40651,Oceania (Australia/New Zealand),2015,2015,166.03818,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40651,Oceania (Australia/New Zealand),2016,2016,172.82914,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40651,Oceania (Australia/New Zealand),2017,2017,178.03737,,
EXPRESPPP_CUR_TFTE,"GERD per researcher, FTE (in '000 current PPP$)",40651,Oceania (Australia/New Zealand),2018,2018,186.09775,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40614,Asia (Western),2013,2013,183.72342,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40614,Asia (Western),2014,2014,193.13427,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40614,Asia (Western),2015,2015,200.37878,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40614,Asia (Western),2016,2016,204.62281,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40614,Asia (Western),2017,2017,206.16781,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",40614,Asia (Western),2018,2018,207.25008,,
EXPPPP_CUR,GERD in '000 current PPP$,40616,Asia (Southern),2013,2013,57582229.25,,
EXPPPP_CUR,GERD in '000 current PPP$,40616,Asia (Southern),2014,2014,59713127.9,,
EXPPPP_CUR,GERD in '000 current PPP$,40616,Asia (Southern),2015,2015,61073818.81,,
EXPPPP_CUR,GERD in '000 current PPP$,40616,Asia (Southern),2016,2016,63984977.04,,
EXPPPP_CUR,GERD in '000 current PPP$,40616,Asia (Southern),2017,2017,68175809.2,,
EXPPPP_CUR,GERD in '000 current PPP$,40616,Asia (Southern),2018,2018,71668149.18,,
